# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
4483.5	193	1.757143	1.757143
2959.6	386	2.163934	1.946565
2800.9	579	1.608108	1.824390
2705.3	772	2.063492	1.880597
2638.0	965	1.718310	1.846608
2579.8	1158	1.969231	1.866337
2527.2	1351	1.573333	1.820459
2486.2	1544	1.880597	1.827839
2453.4	1737	1.797101	1.824390
2421.0	1930	1.757143	1.817518
2388.4	2123	1.969231	1.830667
2359.9	2316	2.446429	1.873449
2331.5	2509	2.063492	1.887227
2308.3	2702	1.924242	1.889840
2286.1	2895	1.757143	1.880597
2263.2	3088	2.112903	1.894096
2240.8	3282	1.939394	1.896734
2224.0	3475	1.608108	1.879039
2202.3	3668	1.718310	1.870110
2183.8	3861	2.015625	1.877049
2163.3	4054	2.271186	1.893647
2144.5	4248	2.660377	1.921596
2125.0	4441	2.063492	1.927488
2106.6	4634	1.838235	1.923659
2088.8	4827	2.063492	1.929005
2070.7	5021	2.129032	1.936257
2054.0	5216	2.750000	1.960272
2038.1	5409	2.327586	1.971978
2023.5	5602	2.063492	1.975040
2006.9	5795	1.880597	1.971795
1991.4	5988	2.327586	1.982072
1976.1	6181	1.797101	1.975927
1960.8	6374	1.924242	1.974335
1947.3	6567	1.797101	1.968807
1933.1	6761	2.180328	1.974483
1919.1	6957	1.969697	1.974348
1907.0	7151	2.403509	1.984558
1893.8	7344	1.924242	1.982941
1881.7	7537	1.757143	1.976698
1866.9	7730	2.015625	1.977658
1853.6	7923	2.063492	1.979692
1841.6	8117	2.660377	1.992994
1828.3	8310	2.163934	1.996754
1814.5	8503	2.938776	2.013111
1800.4	8698	1.954545	2.011773
1787.0	8891	2.063492	2.012877
1772.7	9085	2.403509	2.020279
1759.3	9278	3.020833	2.035995
1747.3	9471	2.641509	2.046317
1734.3	9664	2.509091	2.054362
1720.5	9858	2.344828	2.059590
1706.2	10052	1.984615	2.058108
1694.3	10245	2.163934	2.060036
1680.7	10439	3.127660	2.074816
1667.1	10633	1.811594	2.069573
1653.3	10826	1.680556	2.061652
1637.4	11020	1.984615	2.060261
1623.7	11216	2.322034	2.064481
1608.2	11409	1.880597	2.061175
1592.6	11603	2.527273	2.067953
1577.8	11796	2.574074	2.075078
1562.2	11990	2.079365	2.075147
1547.5	12185	2.196721	2.077020
1533.4	12378	1.880597	2.073752
1517.4	12571	2.385965	2.078110
1502.2	12764	1.924242	2.075663
1485.2	12958	2.660377	2.083036
1467.5	13152	2.031250	2.082259
1451.3	13346	2.288136	2.085067
1432.4	13544	2.807692	2.093650
1414.7	13737	2.063492	2.093222
1396.6	13931	3.041667	2.103364
1378.4	14125	2.959184	2.112605
1355.6	14318	2.446429	2.116674
1334.5	14511	2.711538	2.123332
1313.2	14704	2.641509	2.129176
1284.8	14897	2.574074	2.134231
1258.8	15090	2.446429	2.137867
1233.8	15283	2.385965	2.140773
1205.9	15476	2.446429	2.144250
1178.1	15669	3.195652	2.153986
1146.5	15862	2.446429	2.157245
1115.1	16055	2.112903	2.156705
1082.3	16248	2.327586	2.158631
1045.6	16441	2.015625	2.156874
1004.1	16634	1.838235	2.152767
964.0	16827	2.271186	2.154077
918.1	17020	2.446429	2.157114
862.2	17213	1.924242	2.154297
816.1	17406	1.969231	2.152119
757.2	17600	2.233333	2.152992
689.4	17793	1.924242	2.150319
617.6	17987	2.129032	2.150088
547.5	18180	1.924242	2.147507
469.7	18374	1.984615	2.145694
401.3	18567	1.969231	2.143752
329.1	18760	2.509091	2.147123
256.6	18953	1.325301	2.135837
188.6	19146	1.573333	2.128943
121.7	19248	1.684211	2.126198
